ID,QuestionnaireVersion,RawAge,Gender,Age,AgeGenCat,AgeSup,AgeGenSup,Maj.Clin,ClinCourse,Major,Etio.Bipolar,Etio.ChildD,Etio.Dep,Etio.General,Treat.AnxD,Treat.Dem,Treat.General,Treat.Schiz,Treat.Suicide,Gen.AnxD,Gen.AnxMeds.01,Gen.AnxMeds.02,Gen.EatD,Gen.General.01,Gen.General.02,Gen.SubsD,Gen.Suicide,Symp.AnxD.01,Symp.AnxD.02,Symp.Bipolar.01,Symp.Bipolar.02,Symp.ChildD,Symp.Dem,Symp.Dep,Symp.EatD,Symp.Gender,Symp.OCD,Symp.PersD.01,Symp.PersD.02,Symp.PTSD,Symp.Schiz,Symp.Sexual,Symp.SomSymD
1211,A2,20,Female,18-24,18-24.F,18-20,18-20.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,W,W,R,R,W,W,W,W,W,W,W,W,W,W,W,W,R,W,W,W,W,R,W,W,W,W,R,W
1233,A2,20,Female,18-24,18-24.F,18-20,18-20.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,W,W,R,R,R,W,W,W,R,W,W,W,W,W,W,W,W,W,W,W,R,W,W,W,W,W,W,W
1263,A2,20,Female,18-24,18-24.F,18-20,18-20.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,W,W,R,R,R,W,W,W,W,R,R,R,R,R,R,W,W,W,R,W,R,W,W,W,R,W,W,R
61,A1,20,Male,18-24,18-24.M,18-20,18-20.M,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
99,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,W,R,W,R,R,W,R,R,R,R,R,W,R,R,R,W,W,R,W,R,R,R,W,W,W,R,W,W,R
100,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,R,R,R,R,R,R,W,R,W,W,W,W,R,R,W,R,W,R,W,W,R,R,W,R,W,W,R,R,W
107,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,W,R,W,W,W,R,R,W,W,W,W,W,R,W,R,W,W,R,W,R,W,W,R,W,W,W,W,W,W
139,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,W,W,W,W,W,W,R,W,W,W,W,R,W,W,R,W,W,W,W,W,R,W,R,R,R,W,W,R
166,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,W,R,R,R,R,W,W,R,R,R,W,R,W,W,R,W,W,R,W,W,R,R,R,W,R,W
194,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,W,W,W,R,W,R,W,W,R,W,R,W,W,W,W,W,W,W,W,R,W,W,W,W,W,R,W
208,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,W,R,W,W,W,R,W,R,W,W,R,W,R,W,R,R,W,W,W,W,R,W,W,R,R,W,W,R,W
217,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,W,W,W,R,W,R,R,W,W,R,R,R,W,W,R,W,W,W,R,W,W,W,W,W,W,R
218,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,W,R,W,W,R,W,W,W,R,R,W,W,R,W,R,R,W,R,R,R,R,R,R,W,R,W,W
251,A1,20,Male,18-24,18-24.M,18-20,18-20.M,Psyc.Clin,Clin,Psyc,W,W,W,W,W,R,W,W,W,R,W,W,W,R,W,W,R,W,R,R,R,W,W,R,W,R,W,W,W,R,W,R,W
295,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,W,R,R,R,W,R,W,W,W,W,R,R,R,R,R,W,R,W,W,R,R,R,W,W,W,W,W,R,R
342,A1,20,Male,18-24,18-24.M,18-20,18-20.M,Psyc.Clin,Clin,Psyc,W,R,R,W,R,R,R,W,R,R,W,R,W,W,R,W,W,R,R,W,R,W,W,W,W,R,W,R,W,W,W,R,R
344,A1,20,Male,18-24,18-24.M,18-20,18-20.M,Psyc.NoClin,NoClin,Psyc,R,W,W,R,R,W,R,R,W,R,R,W,W,R,R,R,W,R,R,W,R,W,W,R,R,R,R,R,W,R,W,R,R
383,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,R,W,R,R,R,R,R,W,R,W,W,R,R,R,W,W,W,W,R,W,W,W,R,W,W,W,R,W,R,R
390,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,W,R,W,R,W,W,W,R,W,R,R,W,R,R,R,W,W,R,W,W,W,W,W,R,W,W,W,R,R
393,A1,20,Male,18-24,18-24.M,18-20,18-20.M,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,W,R,R,R,R,W,R,R,R
470,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,W,W,W,R,W,W,W,W,R,R,W,R,W,R,W,W,R,W,W,W,W,W,W,W,W,W,W,W
482,A1,20,Male,18-24,18-24.M,18-20,18-20.M,Psyc.Clin,Clin,Psyc,R,R,W,R,R,R,R,R,W,W,W,R,W,W,W,W,R,R,R,R,W,R,R,W,R,R,W,W,W,W,R,R,R
511,A1,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,W,W,W,R,W,W,W,W,W,R,R,W,W,W,W,R,W,W,W,W,W,W,W,W,W,R,W
974,A1,20,Male,18-24,18-24.M,18-20,18-20.M,Psyc.NoClin,NoClin,Psyc,W,W,R,R,R,R,R,R,W,W,W,W,W,W,W,R,R,R,R,R,W,W,W,R,W,R,R,R,R,W,W,W,R
600,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,R,R,R,W,W,W,W,R,W,W,W,W,R,W,R,R,W,W,W,R,R,R,W,R,R,W,W,W,R
617,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,R,W,W,W,R,W,R,R,W,R,R,R,R,R,W,R,R,R,R,R,R,W,R,W,W,W,R,R
639,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,R,R,W,W,W,W,W,W,W,R,W,W,W,R,W,W,W,W,W,W,W,W,W,W,R,W,W,R,W
718,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,W,W,W,W,W,W,R,R,W,W,R,R,W,W,W,W,W,W,W,W,R,W,W,R,W,W,W,W
730,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,W,R,W,W,W,W,R,W,W,W,R,R,W,W,W,R,R,W,W,R,R,W,R,W,R,W,W,W
779,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,W,R,R,W,W,W,W,W,R,W,W,W,R,R,R,R,W,R,R,W,R,R,R,R,R,W,R,W,R,R
839,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,R,R,W,W,W,W,R,R,W,W,R,W,W,W,R,W,W,R
848,A2,20,Male,18-24,18-24.M,18-20,18-20.M,Psyc.Clin,Clin,Psyc,R,R,R,R,W,R,W,R,W,W,R,R,W,R,W,W,R,R,R,R,R,R,W,R,R,R,W,R,R,W,W,R,R
914,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,R,R,W,R,W,W,W,R,R,R,R,W,R,R,R,W,W,W,W,W,W,R,W,R,W,W,W,W,R
915,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,R,R,W,W,R,W,R,R,W,W,R,R,W,R,R,W,R,R,R,W,R,R,R,W,R,R
917,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,R,W,W,W,R,W,W,W,R,W,R,R,R,W,W,W,R,R,W,R,W,W,W,W,W,W,R
935,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,R,W,R,W,W,W,W,W,W,W,W,R,W,W,W,W,W
1055,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,R,W,W,W,W,R,W,W,W,W,R,W,R,W,R,W,W,W,W,W,W,W,W,W,W,R,W
1088,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,W,R,W,R,W,R,W,W,R,R,R,R,R,R,W,R,W,W,R,R,R,W,W,W,W,R,R
1129,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,W,R,W,R,W,W,R,W,W,R,W,R,R,W,R,W,R,W,W,W,W,R,W,W,R,R,W,R,W
1153,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,R,W,W,W,W,W,W,R,W,W,R,W,W,R,W,W,W,W,W,W,W,R,W,W,W,R,W
1174,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,R,W,W,W,R,W,W,R,W,R,R,R,R,R,R,W,R,W,R,W,R,R,W,W,R,R
1191,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,R,W,R,R,R,W,W,W,W,W,W,R,W,R,R,W,W,W,R,W,W,W,R,W,W,R,W,W,W,R
1224,A2,20,Male,18-24,18-24.M,18-20,18-20.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,W,W,W,R,W,W,W,W,R,W,W,W,W,W,W,W,W,R,W,W,R,W,W,W,W,W,W,R
6,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,R,R,R,R
10,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,W,R,W,W,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,R,R
14,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,W,W,W,W,W,R,R,R,R,R,R,R,W,W,R,W,R,R,W,R,R,W,W,W,R,R,R,W,R,R,W,W,R
20,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,W,W,R,R,R,R,W,R,W,W,W,W,W,W,W,W,R,W,R,W,R,R,R,W,W,R,W,W,W,W,W,W,R
21,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,W,R,R,W,W,R,W,R,W,R,R,W,R,W,R,W,R,R,R,R,W,W,W,R,R,W,W,W,W,R,W,W,W
22,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,W,R,W,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R
47,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,W,R,R,R,W,W,R,R,R,R,R,R,W,R,R,R,W,W,R,R,R,R,R
54,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,R,R,R,R,R,R,W,W,R,R,R,R,R,R,W,W,R,R,W,R,R,W,W,R,R
60,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,R,R,W,R,R,R,R,W,R,R,R,R,R
66,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R
71,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,W,W,R,W,R,W,W,R,R,R,W,R,W,W,W,W,W,W,R,R,R,W,W,R
97,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,R,W,W,W,W,W,W,W,R,W,R,W,W,R,W,W,W,R,W,W,W,W,W,W,W,W,W,R,R,R
144,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,W,R,W,W,R,R,R,W,W,W,R,W,R,R,R,R,W,W,W,W,W,R,W,R,R,W,W,R,R
174,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,W,W,W,R,R,R,R,R,R,R,R,W,W,R,W,R,W,R,R,R,R,W,W,R,R
188,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,W,R,R,W,W,R,W,R,R,R,R,R,R,W,W,R,R,R,W,R,W,R,W,W,W,W,R
216,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,R,W,R,W,R,R,R,W,W,W,R,W,W,R,W,W,W,R,R,W,W,R,R,W,W,R,W
235,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,R,R,W,W,W,W,R,W,W,W,W,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,R,W
237,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,R,W,R,R,W,R,R,W,R,R,R,R,R,R,W,R,R,W,R,R,R,R,R,R,W
255,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,W,W,R,R,W,W,W,W,W,W,R,R,W,W,W,R,W,R,R,W,W,R,W,R,W,R
261,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,W,R,R,R,R,R,R,W,R,W,R,R,W,R,W,R,R,R,W,R,R,W,R,W,R,W,W,R,W,R,R,R
263,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,W,W,W,R,R,R,W,R,W,R,W,W,R,R,R,R,R,R,R,R,W,W,R,W,W,W,R,W,R,W,W
277,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,R,R,W,R,R,R,R,W,R,W,W,R,R
309,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,W,R,R,R,R,R,R,R,W,R,W,W,R,R,R,R,W,W,R,R,R,W,W,W,R,W,R,R
325,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,W,R,W,W,W,R,R,W,R,R,R,W,R,R,W,R,W,W,W,R,W,W,W,R,R
358,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,R,W,R,R,R,W,W,W,R,W,W,R,W,W,W,R,W,R,R,W,R,R,R,W,R,R,W,W,R,W
362,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,R,R,W,R,W,R,R,R,W,W,R,W,R,W,R,W,W,W,W,R,R,R,R,W,R,W,W,R,R
396,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,R,R,R,R,R,W,R,W,R,W,R,W,W,R,R,R,R,R,R,W,R,W,R,W,R,W,R,W,R,R,R,R
397,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,R,W,R,W,R,W,W,W,R,W,W,R,R,R,R,R,W,W,R,W,R,W,R,R,R,R,W,W,W,W
444,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,R,W,W,W,R,R,W,W,R,W,R,R,R,W,W,W,R,W,R,R,R,W,W,W,W,R,W
472,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,R,R,R,W,R,W,W,R,R,R,R,R,R,R,R,W,R,R,R,W,R,R,W,W,W,R
492,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,W,R,W,R,R,R,W,R,W,W,R,R,R,R,R,R,R,R,W,R,R,R,W,R,R,W,W,R,R
540,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,R,W,W,W,R,R,W,W,R,W,R,W,R,W,W,W,W,W,W,W,W,R,R,W,W,R,W
957,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,W,R,W,R,R,R,R,R,R,R,R,W,W,R,R,R,R,R,R,W,R,W,R,R,R,R,W,R,R,W,R,R
978,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,W,W,R,R,R,W,W,W,W,W,W,W,R,R,R,R,W,R,W,R,W,R,R,W,W,R,W,W,W,W
997,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,W,R,W,W,W,W,R,R,R,R,W,W,W,R,R,R,W,W,W,R,R,R,R,W,R,R,W,W,R
1012,A1,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,W,W,R,W,R,R,R,W,R,W,W,W,W,R,W,R,R,R,W,R,W,W,R,R,R,R,R,W,W,W,R,R
1020,A1,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,W,W,R,W,R,R,W,R,W,W,R,R,R,W,R,W,R,W,R,W,W,W,R,R,R,R,W,W,R,W,R,R,R
664,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,W,W,R,R,W,W,W,W,W,W,W,R,W,R,W,W,W,R,W,R,W,W,W,W,W,W,W
667,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,R,R,R,W,W,R,R,R,W,W,R,R,R,R,R,W,W,R,R,R,R,R,W,R,R,W,W,R,R
696,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,W,R,W,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,W,R,W,R,W,R,W,W,W,R,W,R,R
711,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,R,R,W,R,R,W,W,R,R,R,R,R,R,R,W,R,W,R,R,R,R,W,R,R,R,W,R
721,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,R,R,R,W,R,W,R,R,W,R,W,R,R,W,R,W,R,W,R,W,W,R,R,W,R,R
732,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,R,W,W,W,W,R,W,W,W,W,W,R,R,R,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W
734,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,R,R,R,W,R,R,R,W,W,W,W,R,R,R,W,W,W,W,R,W,R,W,W,R,W,W,R,W
810,A2,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,R,R,W,W,R,R,R,W,W,R,R,R,W,R,W,R,R,R,W,W,W,R,R,R,R,W,R,W,R,W,R,R
826,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,R,R,W,R,W,R,W,W,W,R,R
847,A2,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R
872,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,W,R,R,R,R,W,W,R,W,W,R,W,R,R,R,W,W,R,W,R,W,R,W,W,R,W,W,R,R
885,A2,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,W,R,R,W,R,R,R,W,W,W,W,R,R,R,W,R,W,W,R,W,W,W,W,W,W,W,W,R,W,R,W,W
1082,A2,21,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,W,W,W,R,R,W,W,W,W,W,W,W,W,W,R,R,W,W,W,W,W,W,W,R,W,W,W,W,W,W,R
1122,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,R,R,R,W,W,W,W,W,W,W,W,W,R,R,R,W,R,W,W,W,W,W,R,W,W,W,W,W,W
1215,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,W,W,W,R,W,R,W,W,R,R,W,W,R,R,R,R,R,W,R,R,W,W,W,R,W,R,W,W,W,W,R
1238,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,W,R,R,W,R,W,R,W,R,R,W,R,W,R,R,R,R,R,R,W,R,W,R,R,R,R,R,R,R,R
1259,A2,21,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,R,R,W,W,W,R,R,R,R,R,W,R,W,R,R,W,W,W,W,R,R,W,W,W,W,R
3,A1,21,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,W,W,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,W,W,R
9,A1,21,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,W,W,W,R,R,R,R,R,W,W,W,R,R,R,R,R,R,R,R,W,W,W,W,R,W,R,W,W,R,W,R,R,R
45,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,R,R,W,W,W,R,W,W,R,W,R,R,R,W,R,R,W,W,W,W,W,R,R,W,R,R,R
104,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,W,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,R,R,W,R,R,R,R,R,R,W,R,R,R
121,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,R,W,W,W,W,W,W,W,R,W,R,R,W,R,W,R,R,R,W,W,W,R,R,W,W,R,R
126,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,W,W,W,R,W,W,W,W,W,W,R,R,R,W,W,W,R,W,W,R,W,R,R,W,W,R,R
143,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,W,R,W,W,W,W,W,W,R,W,R,W,W,R,R,R,R,R,R,W,W,W,W,W,W,W,W
197,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,W,R,W,R,W,R,R,R,W,W,W,W,R,W,W,W,W,R,W,W,W,W,W,W,R,R,W,W,W
227,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,R,R,R,R,R,R,R,R,W,R,R,R,W,W,R,W,R,W,R,W,W,R,R,W,W,R
228,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,R,R,W,W,R,R,R,W,W,W,R,R,W,R,R,W,W,R,W,W,W,R,R,R,R,R,R,R,R
279,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,R,R,W,R,W,W,W,R,R,R,W,W,R,W,W,W,R,W,W,W,W,W,W,W,W,W,W,R,W
321,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,R,R,W,R,W,W,W,R,W,W,R,R,R,R,R,W,W,R,W,R,R,R,R,W,W,W,W,R,W
354,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,W,W,R,W,W,W,W,W,W,R,W,R,W,W,W,W,W,W,W,W,W,W,W,W,R,W
363,A1,21,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,W,W,R,R,R,W,R,R,W,R,R,R
369,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,R,R,R,R,W,R,W,R,W,W,R,R,W,R,R,W,W,R,R,W,W,R,W,R,W,W,W,R,W
371,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,W,R,R,R,R,W,R,R,W,W,R,W,R,R,R,W,W,R,W,R,R,R,W,R,R,R,R,R,R
521,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,R,W,W,W,W,W,W,W,W,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W,W,R,W,W,R,W
574,A1,21,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,W,R,R,R,R,R,W,W,R,R,W,W,R,R,R,W,R,R,W,R,W,W,R,R,W,R,R,R,R,R,R
